Cap_Diameter	Cap_Shape	Cap_Surface	Cap_Color	Bruises_or_Bleeds	Gill_Attachment	Gill_Spacing	Gill_Color	Stem_Height	Stem_Width	Stem_Root	Ring_Type	Habitat	Class
4.7	x	NA	w	FALSE	x	c	u	7.61	4.2	NA	f	l	e
5.52	x	t	g	FALSE	a	d	n	5.31	4.92	NA	l	d	e
2.47	f	y	n	FALSE	a	c	p	6.58	3.53	NA	f	h	e
5.88	x	e	e	FALSE	a	NA	n	7.71	10.02	NA	z	d	p
NA	s	s	n	FALSE	x	NA	n	9.34	26.54	NA	f	d	e
9.71	p	i	n	TRUE	e	NA	p	9.03	18.33	NA	l	d	e
7.39	f	s	u	FALSE	a	c	w	4.75	15.54	NA	f	d	e
4.14	b	y	n	FALSE	NA	c	g	5.99	3.77	s	f	d	p
8.97	s	NA	n	FALSE	NA	NA	w	4.91	22.64	NA	f	d	e
NA	x	s	k	FALSE	a	d	k	5.47	19.59	NA	f	d	e
1.47	b	h	n	FALSE	a	NA	n	5.39	1.63	NA	f	h	p
NA	f	w	p	FALSE	s	c	p	4.57	9.81	NA	f	d	p
5.84	x	s	k	FALSE	a	c	w	3.73	11.08	NA	f	d	e
12.26	x	i	n	TRUE	e	NA	p	8.17	16.97	NA	l	d	e
7.43	b	y	n	FALSE	NA	NA	k	13.65	16.6	NA	f	d	p
7.08	x	y	n	FALSE	e	c	p	5.16	10.03	NA	f	d	e
1.43	x	g	y	FALSE	d	d	n	2.18	2.59	NA	f	h	p
3.78	x	y	n	FALSE	a	NA	w	5.56	3.61	NA	r	g	p
6.35	x	NA	e	FALSE	NA	c	w	3.81	14.08	NA	f	d	p
NA	x	NA	n	FALSE	e	NA	w	10.1	16.8	NA	e	d	p
1.58	o	k	n	FALSE	NA	NA	n	4.64	1.53	NA	f	d	p
4.79	x	h	n	FALSE	x	c	n	4.71	5.18	NA	r	d	e
4.04	f	h	n	FALSE	d	NA	o	5.22	7	NA	f	d	e
5.38	o	NA	g	FALSE	f	f	f	5.37	19.66	NA	f	d	e
2.35	x	NA	u	FALSE	NA	d	w	6.03	4.49	NA	f	d	e
3.28	f	s	g	FALSE	d	c	w	3.44	7.06	NA	f	g	p
NA	f	s	w	FALSE	s	c	w	6.02	30.65	NA	f	m	e
5.37	b	y	n	FALSE	NA	NA	k	9.71	12.5	NA	z	g	p
4.02	x	h	o	FALSE	a	c	n	5.36	6.16	NA	z	d	p
1.86	f	i	k	FALSE	a	NA	p	2.69	2.42	NA	f	g	p
6.21	s	NA	n	FALSE	d	c	w	4.84	7.43	NA	f	d	e
1.43	c	g	n	FALSE	a	NA	w	5.24	1.64	NA	f	d	e
2.42	x	g	e	FALSE	a	NA	p	7.98	2.42	NA	f	d	p
2.35	c	h	y	FALSE	NA	NA	n	8.68	2.92	NA	f	g	p
1.46	b	h	n	FALSE	a	NA	n	4.28	1.46	NA	f	d	p
12.45	s	t	n	TRUE	d	c	n	6.07	15.62	NA	f	h	p
8.39	x	t	n	FALSE	p	d	y	8.24	13.2	NA	f	g	e
3.81	x	t	n	FALSE	d	NA	o	5.94	6.89	NA	f	d	e
14.41	x	d	n	FALSE	p	NA	y	4.78	34.02	NA	f	d	p
3.62	f	d	p	FALSE	a	NA	y	4.97	5.99	NA	f	m	p
5.73	s	k	y	FALSE	p	NA	n	3.54	5.59	NA	f	d	p
6.96	s	NA	r	TRUE	d	NA	o	4.37	11.99	NA	f	d	p
9.87	x	s	n	FALSE	e	c	w	7.09	9.95	NA	f	d	e
8.54	p	y	n	FALSE	NA	NA	p	15.46	17.91	NA	f	d	p
8.71	x	d	n	TRUE	p	NA	y	5.61	12.9	NA	f	d	e
10.67	o	NA	e	FALSE	f	f	f	3.81	25.28	NA	f	d	p
2.44	o	NA	k	FALSE	f	f	f	3.42	14.45	NA	f	d	p
0.91	b	t	n	FALSE	NA	c	g	3.21	2.24	NA	f	g	p
3.01	f	t	n	FALSE	x	c	p	5.68	3.82	NA	f	d	p
10.08	f	i	y	FALSE	a	NA	y	16.55	22.89	r	r	d	p
7.86	s	d	n	TRUE	d	c	y	7.03	9.52	NA	f	d	p
7.67	f	NA	n	FALSE	s	c	g	6.15	18.17	b	f	g	e
10.29	x	s	n	FALSE	e	c	w	6.96	9.65	NA	f	d	e
9.16	x	s	k	FALSE	a	c	w	4.25	16.03	NA	f	d	e
13.12	f	t	o	TRUE	d	c	o	6.11	18.35	NA	f	d	e
NA	f	y	n	FALSE	d	d	p	7.23	3.68	NA	f	l	e
2.5	s	w	n	TRUE	d	c	y	3.58	5.78	NA	f	d	p
13.5	x	y	n	TRUE	e	NA	w	9.51	17.14	NA	NA	d	e
4.39	x	h	n	FALSE	x	c	w	4.74	6.44	NA	r	d	e
5.05	f	h	o	FALSE	a	d	y	7.55	5.51	NA	f	d	e
6.72	s	t	p	TRUE	d	c	p	6.98	11.63	NA	f	d	p
8.17	f	s	w	TRUE	e	NA	n	7.19	16.62	s	l	m	e
11.16	s	t	p	TRUE	d	c	p	8.76	16.97	NA	f	d	p
3.15	f	k	w	FALSE	s	NA	p	3.85	2.68	NA	f	g	p
1.89	c	t	y	FALSE	NA	NA	n	7.66	2.55	NA	f	g	p
7.68	f	y	y	FALSE	s	c	y	7.14	20.2	NA	f	d	p
3.01	f	t	r	FALSE	a	NA	y	5.63	6.48	NA	f	g	p
0.73	x	NA	o	FALSE	d	NA	o	5.09	1.12	NA	f	g	p
4.73	x	t	n	FALSE	s	NA	g	4.56	7.41	NA	f	d	p
1.35	b	h	n	FALSE	a	NA	n	3.96	1.5	NA	f	g	p
11.67	s	e	g	FALSE	a	c	w	7.57	23.97	s	f	d	e
5.49	x	l	w	FALSE	d	NA	p	3.54	8.11	NA	f	g	e
5.34	x	NA	y	FALSE	s	d	y	6.43	12.73	NA	f	d	p
9.25	s	NA	w	TRUE	d	c	p	5.24	23.1	NA	f	d	e
10.75	x	NA	n	TRUE	x	NA	u	10.13	21.24	s	f	d	p
7.61	f	g	o	FALSE	s	NA	n	8.51	11.48	NA	f	d	e
13.54	f	s	n	FALSE	d	c	y	5.75	32.94	NA	f	d	p
1.42	x	k	n	FALSE	NA	NA	n	5.04	1.34	NA	f	d	p
3.48	x	NA	w	FALSE	x	c	p	7.96	4.16	NA	f	l	p
2.42	x	g	n	FALSE	a	NA	p	6.34	2.44	NA	f	d	p
8.32	x	NA	n	TRUE	p	NA	g	10.93	20.39	NA	f	d	e
4.12	f	t	n	FALSE	d	NA	o	5.75	7.74	NA	f	d	e
4.41	b	y	n	FALSE	s	c	g	4.88	4.74	s	f	d	p
7.66	x	t	n	FALSE	x	d	w	5.51	17.82	b	f	d	p
4.05	x	s	e	FALSE	a	c	o	5.68	7.32	NA	f	g	e
NA	p	NA	n	FALSE	a	NA	w	7.66	12.58	NA	f	d	e
3.68	x	y	n	FALSE	a	NA	w	6.01	3.56	NA	r	h	p
12.07	x	t	n	TRUE	p	NA	y	7.94	18.21	s	p	d	e
6.23	s	NA	n	FALSE	d	c	w	4.86	8.27	NA	f	h	e
0.7	x	NA	o	FALSE	d	NA	o	4.52	0.89	NA	f	g	p
1.52	b	h	n	FALSE	a	NA	n	4.68	1.62	NA	f	g	p
4.4	x	t	n	FALSE	a	c	n	5.1	6.01	NA	z	d	p
3.59	s	d	n	TRUE	d	c	p	4.87	6.23	NA	f	d	e
12.16	x	t	r	TRUE	d	c	n	6.06	17.11	NA	f	d	p
10.66	o	e	o	FALSE	NA	c	y	1.61	13.81	NA	f	d	p
6.92	x	s	n	FALSE	s	NA	n	5.91	6.48	NA	f	d	p
3.75	b	g	w	FALSE	x	d	w	4.54	3	NA	f	g	e
8.92	x	d	w	FALSE	s	c	w	6.82	30.82	NA	f	m	e
6.21	s	l	w	FALSE	d	NA	w	3.35	8.83	NA	f	g	e
6.46	x	d	n	TRUE	p	NA	y	7.18	15.18	NA	f	d	e
3.81	x	d	g	FALSE	d	c	p	5	6.62	NA	f	d	e
3.43	b	y	n	FALSE	NA	c	k	6.65	3.44	NA	f	d	e
4.35	b	t	n	FALSE	NA	NA	n	9.57	4.99	NA	NA	g	p
1.75	b	h	n	FALSE	a	NA	n	5.08	1.75	NA	f	h	p
3.49	f	d	u	TRUE	d	c	p	4.61	5.47	NA	f	d	e
14.27	x	y	n	TRUE	e	NA	w	9.78	16.88	NA	NA	g	e
3.5	x	s	y	FALSE	NA	c	y	8.37	8.27	NA	z	d	p
1.62	x	NA	n	FALSE	NA	NA	k	5.17	2.49	NA	f	g	p
7.74	f	w	p	FALSE	s	c	p	5.96	11.47	NA	f	d	p
9.25	x	i	n	FALSE	a	NA	n	9.59	18.32	s	f	h	p
2.81	f	s	g	FALSE	d	c	w	3.21	8.21	NA	f	g	p
10.03	x	e	y	FALSE	x	c	w	9.09	28.3	NA	f	d	e
2.66	x	g	e	FALSE	a	NA	p	6.74	2.41	NA	f	d	p
7.25	x	e	l	FALSE	x	c	w	6.96	15.86	NA	f	d	e
7.85	s	h	n	TRUE	d	NA	w	4.99	14	NA	f	d	p
NA	x	s	g	FALSE	d	c	w	3.45	8.11	NA	f	g	p
3.85	f	h	n	FALSE	NA	c	k	6.4	6.66	NA	f	d	e
3.62	x	d	n	FALSE	p	NA	e	4.19	9.6	NA	f	d	e
2.63	b	w	u	FALSE	a	c	u	4.73	4.78	NA	f	l	p
7.86	x	l	w	FALSE	d	NA	w	3.51	8.19	NA	f	d	e
9.62	o	NA	e	FALSE	f	f	f	3.44	25.42	NA	f	d	p
1.17	c	g	n	FALSE	a	NA	w	4.82	1.31	NA	f	d	e
2.98	o	NA	g	FALSE	f	f	f	2.68	13.76	NA	f	d	p
1.53	f	w	g	FALSE	NA	d	k	5.11	2.62	NA	f	d	e
2.46	f	d	u	TRUE	d	c	p	3.58	4.05	NA	f	d	e
8.72	x	t	n	FALSE	p	d	y	9.34	14.14	NA	f	h	e
10.93	s	NA	y	TRUE	d	NA	o	5.28	13.75	NA	f	d	p
6.21	f	h	k	FALSE	s	d	g	5.89	11.21	NA	f	d	e
2.81	f	s	w	FALSE	d	c	w	2.82	7.32	NA	f	g	p
8.38	x	s	n	FALSE	e	c	p	6.02	9.27	NA	f	d	e
NA	f	NA	o	FALSE	d	NA	o	6.14	1.16	NA	f	g	p
NA	x	t	n	FALSE	s	c	n	5.61	8.79	NA	z	d	p
6	f	NA	g	FALSE	d	c	y	5.73	10.49	b	f	l	p
2.92	s	w	o	TRUE	d	c	y	4.54	6.46	NA	f	d	p
2.02	p	t	n	FALSE	a	c	n	7.23	2.72	NA	e	m	p
4.2	b	t	n	FALSE	NA	NA	k	10.92	6.23	NA	NA	g	p
5.49	b	h	k	FALSE	s	d	w	5.58	10.33	NA	f	d	e
4.64	f	k	y	FALSE	p	NA	n	3.1	5.16	NA	f	d	p
9.17	f	s	w	FALSE	s	c	w	6.31	29.14	NA	f	d	e
10.29	p	NA	n	FALSE	p	NA	w	10.93	31.68	c	f	d	p
1.75	b	NA	g	FALSE	a	NA	g	4.99	1.93	NA	f	d	p
3.11	s	d	u	TRUE	d	c	p	4.21	5.76	NA	f	d	e
9.86	f	s	e	FALSE	a	d	w	8.4	13.98	NA	NA	d	e
1.29	x	g	n	FALSE	d	d	n	1.79	2.44	NA	f	d	p
5.42	x	i	n	FALSE	e	c	p	4.89	12.91	NA	r	w	e
0.57	x	g	y	FALSE	NA	NA	y	3.31	0.71	NA	f	d	p
3.64	x	k	n	FALSE	p	NA	n	4.31	10.04	NA	f	d	e
12.1	s	t	r	TRUE	d	c	n	6.01	16.98	NA	f	d	p
NA	f	y	y	FALSE	NA	NA	w	6.08	23.13	b	e	d	e
1.66	x	s	n	FALSE	d	NA	w	5.59	2.58	NA	f	g	e
3.4	f	s	w	FALSE	d	d	w	3.78	6.04	NA	f	g	e
1.71	x	w	g	FALSE	NA	d	k	5.07	2.53	NA	f	d	e
9.17	f	s	n	FALSE	s	NA	n	5.73	8.45	NA	f	d	p
1.75	x	NA	n	FALSE	NA	NA	k	5.49	2.63	NA	f	g	p
5.17	x	i	k	FALSE	e	NA	y	6.19	6.76	NA	f	m	p
6.91	x	w	p	FALSE	s	c	p	4.07	9.73	NA	f	d	p
2.99	x	y	n	FALSE	a	NA	w	5.54	3.55	NA	r	h	p
6.98	f	t	y	FALSE	x	c	y	4.81	12.91	NA	f	d	p
6.02	s	NA	n	FALSE	d	c	w	5.71	9.65	NA	f	d	e
4.33	x	t	o	FALSE	a	c	y	5.96	7.95	NA	f	g	p
1.46	x	k	n	FALSE	NA	NA	n	3.77	1.43	NA	f	d	p
1.69	b	h	n	FALSE	a	NA	n	4.24	1.51	NA	f	g	p
8.65	x	h	n	TRUE	p	NA	y	8.49	17.98	NA	p	d	e
3.61	f	g	n	FALSE	a	d	g	4.61	2.88	NA	f	l	e
6.14	x	i	n	FALSE	e	c	p	5.28	12.57	NA	l	w	e
3.04	x	y	n	FALSE	NA	c	n	6.32	3.09	NA	f	d	e
16.1	f	d	n	FALSE	d	c	y	5.96	40.61	NA	f	d	p
8.17	x	h	r	FALSE	NA	c	w	11.24	15.75	NA	g	d	p
3.59	x	h	n	FALSE	NA	c	n	6.28	6.71	NA	f	d	e
6.92	x	h	y	TRUE	x	c	y	6.91	13.75	NA	f	d	e
7.69	f	t	y	FALSE	x	c	y	5.98	16.34	NA	f	d	p
NA	x	NA	n	TRUE	x	NA	u	9.16	19.96	s	f	d	p
NA	b	g	n	FALSE	x	d	w	4.24	2.62	NA	f	g	e
4.05	f	t	n	FALSE	d	NA	o	6.21	7.22	NA	f	d	e
3.43	b	y	n	FALSE	NA	c	u	6.05	4.44	s	f	d	p
1.36	x	NA	n	FALSE	NA	NA	k	4.88	2.58	NA	f	g	p
47.91	o	y	y	FALSE	p	NA	y	7.27	29.21	NA	f	d	e
9.28	x	h	n	TRUE	p	NA	n	7.83	17.96	NA	p	d	e
5.52	s	d	o	FALSE	d	c	y	4.24	6.76	NA	f	d	p
8.99	f	s	w	FALSE	s	c	w	7.06	28.34	NA	f	m	e
9.28	x	t	y	FALSE	x	c	y	6.2	14.34	NA	f	d	e
7.89	x	s	n	FALSE	s	NA	g	5.31	6.94	NA	f	d	p
3.38	x	i	e	FALSE	NA	NA	e	4.41	5.23	NA	f	d	p
7.08	x	y	w	TRUE	NA	NA	n	8.49	17.99	s	l	d	p
8.63	x	y	n	FALSE	a	c	n	10.85	10.48	NA	NA	d	p
NA	p	t	n	FALSE	a	c	n	6.12	2.3	NA	e	m	p
6.27	x	y	n	FALSE	e	c	p	4.92	11.19	NA	f	d	e
4.5	x	y	y	FALSE	a	NA	w	5.8	3.74	NA	r	h	p
1.41	x	g	n	FALSE	d	d	n	1.93	2.51	NA	f	h	p
3.4	f	s	w	FALSE	d	d	w	3.66	6.85	NA	f	g	e
3.96	b	t	n	FALSE	x	c	p	4.96	4.43	NA	f	m	p
2.68	f	y	o	FALSE	d	NA	o	3.5	6.06	NA	f	h	p
0.98	x	g	o	FALSE	NA	NA	y	3.28	0.67	NA	f	d	p
5.29	f	s	o	FALSE	a	d	y	6.03	5.38	NA	f	d	e
6.37	x	i	n	FALSE	e	c	p	4.61	12.52	NA	l	w	e
3.18	b	y	n	FALSE	NA	c	k	6.98	3.35	NA	f	d	e
3.88	f	t	n	FALSE	x	c	p	5.81	4.68	NA	f	g	p
12	x	NA	g	FALSE	e	NA	w	10.78	12.23	NA	g	d	p
6.73	x	w	y	FALSE	f	f	f	4.53	14.03	NA	f	d	e
2.83	f	NA	u	FALSE	a	c	w	3.88	3.5	NA	f	d	p
13.68	s	NA	g	FALSE	s	c	b	9.56	21.86	NA	f	d	e
9.2	x	d	n	TRUE	p	NA	r	5.98	13.11	NA	f	d	e
2.03	f	h	y	FALSE	NA	NA	n	6.54	2.58	NA	f	g	p
17.89	s	k	n	FALSE	d	c	y	6.31	39.37	NA	f	d	p
3.34	x	y	y	FALSE	a	NA	w	5.19	3.32	NA	r	g	p
3.93	x	NA	n	FALSE	x	c	w	7.97	8.85	b	NA	d	e
7.92	x	y	n	FALSE	a	c	y	9.79	10.71	NA	NA	d	p
10.12	x	y	n	TRUE	e	NA	p	8.9	18.43	NA	p	d	e
2.02	f	h	n	FALSE	NA	NA	y	7.03	2.9	NA	f	g	p
5.43	s	d	y	FALSE	d	c	o	3.45	6.18	NA	f	h	p
NA	x	NA	y	FALSE	s	d	y	6.21	12.96	NA	f	d	p
4.19	b	t	n	FALSE	x	c	p	6.15	4.24	NA	f	d	p
4.68	b	s	y	FALSE	NA	c	r	7.99	7.38	NA	z	d	p
6.55	x	NA	n	TRUE	p	NA	g	11.31	24.93	NA	f	d	e
7.42	x	y	n	FALSE	e	c	w	6.7	10.81	NA	f	d	e
7.42	x	d	e	TRUE	p	NA	r	5.83	12.7	NA	f	d	e
9.5	x	h	r	FALSE	NA	c	w	10.84	14.94	NA	p	d	p
2.94	f	s	g	FALSE	d	c	w	2.36	5.84	NA	f	g	p
1.43	x	s	n	FALSE	d	NA	w	5.39	1.75	NA	f	h	e
0.93	b	t	n	FALSE	NA	c	k	3.25	2.3	NA	f	m	p
3.01	s	s	g	FALSE	d	c	w	3.05	8.1	NA	f	g	p
5.82	x	NA	n	FALSE	d	c	y	5.08	9.76	b	f	l	p
5.76	f	k	n	FALSE	a	c	n	4.68	6.3	NA	NA	d	p
4.22	f	s	w	FALSE	e	c	n	4.94	12.48	NA	e	g	e
3.66	x	s	w	FALSE	d	d	w	3.7	6.85	NA	f	g	e
8.18	x	y	n	FALSE	a	c	n	9.99	11.7	NA	f	d	p
5.89	c	h	n	FALSE	e	NA	w	12.87	11.16	NA	f	d	e
11.85	x	s	w	TRUE	e	NA	g	9.62	17.06	s	r	m	e
9.12	p	NA	n	FALSE	p	NA	p	10.01	28.31	c	f	d	p
4.74	x	t	y	FALSE	a	c	y	6.01	7.74	NA	f	g	p
19.08	f	k	w	TRUE	d	d	n	8.26	33.77	NA	f	d	p
9.9	f	d	w	FALSE	s	c	w	7.07	27.29	NA	f	m	e
4.61	f	s	n	FALSE	x	c	w	6.79	9.22	NA	f	l	e
6.73	x	t	y	TRUE	x	c	y	8.18	15.06	NA	f	d	e
6.79	s	t	n	TRUE	d	NA	w	4.38	13.54	NA	f	d	p
7.86	x	NA	n	FALSE	a	NA	w	7.63	14.46	NA	f	d	e
6.42	x	h	n	FALSE	e	NA	w	8.36	14.29	NA	p	d	e
NA	p	y	w	FALSE	NA	NA	k	12.62	16.53	NA	f	d	p
5.66	x	h	n	FALSE	x	c	n	5.36	6.05	NA	r	d	e
15.47	s	e	g	FALSE	a	c	w	7.53	24.26	s	f	d	e
5.73	o	NA	n	FALSE	f	f	f	5.58	19.43	NA	f	d	e
3.11	x	NA	u	FALSE	NA	d	u	5.86	4.53	NA	f	d	e
10.58	f	t	r	TRUE	d	c	n	5.27	13.55	NA	f	d	p
2.26	f	i	k	FALSE	a	NA	p	3.36	2.47	NA	f	g	p
9.61	x	i	n	FALSE	a	NA	n	10.91	14.77	s	f	h	p
10.47	x	e	y	TRUE	p	NA	o	8.05	31.03	NA	f	d	p
3.99	x	t	n	FALSE	d	NA	o	6.2	8.51	NA	f	d	e
3.42	s	d	u	TRUE	d	c	p	4.41	5.91	NA	f	d	e
8.59	f	y	e	FALSE	s	c	y	6.16	18.71	NA	f	d	p
1.53	x	t	y	FALSE	d	NA	w	5.06	2	NA	f	d	e
7.03	f	d	e	TRUE	d	c	w	6.04	9.82	NA	f	d	p
3.41	b	h	n	FALSE	NA	NA	k	10.32	5.85	NA	NA	g	p
9.17	x	e	n	FALSE	a	NA	n	9.87	13.95	s	f	d	p
3.02	x	s	w	FALSE	d	d	w	3.21	8.34	NA	f	g	e
12.27	s	NA	w	TRUE	d	c	w	6.44	26.4	NA	f	d	e
3.18	x	y	n	FALSE	a	NA	w	5.28	3.5	NA	r	g	p
3.87	x	t	n	FALSE	p	NA	n	5.47	10.55	NA	f	d	e
11.59	s	s	r	FALSE	x	NA	n	7.03	22.6	NA	f	d	e
3.77	x	y	y	FALSE	a	NA	w	5.82	3.62	NA	r	d	p
7.42	s	s	b	FALSE	d	d	o	7.13	12.9	NA	f	g	e
NA	x	g	n	FALSE	e	NA	w	7.75	13.51	NA	p	d	p
1.67	o	k	n	FALSE	NA	NA	n	5.31	1.75	NA	f	d	p
9.35	x	h	n	FALSE	p	d	y	7.25	13.47	NA	f	d	e
0.83	x	g	e	FALSE	a	NA	p	3.82	0.99	NA	f	d	p
0.93	b	t	y	FALSE	NA	c	g	3.01	2.3	NA	f	g	p
6.12	p	y	g	FALSE	NA	NA	k	9.9	11.99	NA	z	g	p
11.24	x	s	n	FALSE	d	d	w	9.05	15.87	NA	NA	d	e
3.44	o	NA	g	FALSE	f	f	f	4.43	18.29	NA	f	d	e
6.12	b	s	e	FALSE	e	NA	y	7.22	8.22	NA	f	g	p
2.02	f	NA	w	FALSE	a	c	n	3.52	3.42	NA	f	p	p
6.39	s	NA	n	FALSE	d	c	w	5.32	8.33	NA	f	l	e
6.45	f	NA	g	FALSE	d	c	w	6.21	10.83	b	f	l	p
5.52	s	d	o	FALSE	d	c	y	3.31	6.22	NA	f	h	p
2.81	o	NA	g	FALSE	f	f	f	3.28	14.94	NA	f	d	p
6.69	b	t	n	FALSE	NA	NA	n	8.18	5.92	NA	NA	g	p
9.25	s	t	p	TRUE	d	c	p	7.41	12.68	NA	f	d	p
4.91	x	y	n	FALSE	s	NA	g	4.94	7.06	NA	f	d	e
3.01	b	y	e	FALSE	e	c	w	4.02	3.37	NA	e	m	p
3.76	o	NA	w	FALSE	f	f	f	5.59	27.29	NA	f	p	p
2.11	p	t	n	FALSE	a	c	n	6.52	2.49	NA	e	m	p
1.89	f	s	o	FALSE	a	NA	o	2.98	5.72	NA	f	h	p
11.35	x	t	n	TRUE	p	NA	y	7.29	17.7	NA	p	d	e
6.88	x	t	y	FALSE	p	NA	y	6.46	14.74	NA	NA	d	e
13.03	x	k	n	TRUE	p	NA	o	8.31	27.98	NA	f	d	p
6.31	f	NA	n	FALSE	d	c	y	5.5	10.33	b	f	l	p
4.46	f	t	o	FALSE	a	d	w	5.59	4.76	NA	f	d	e
6.25	x	h	y	TRUE	x	c	y	7.51	15.42	NA	f	d	e
15.48	x	e	g	FALSE	a	c	w	10.51	26.12	s	f	d	e
8.01	f	e	b	FALSE	NA	c	b	5.23	20.15	NA	f	d	e
9.98	x	i	n	FALSE	a	NA	n	10.77	14.57	s	f	d	p
7.24	x	t	n	FALSE	p	d	w	6.26	11.42	NA	f	g	e
15.23	f	d	n	FALSE	d	c	y	5.45	34.64	NA	f	d	p
9.3	s	t	p	TRUE	d	c	p	7.6	17.25	NA	f	d	p
3.72	o	NA	w	FALSE	f	f	f	6.18	31.07	NA	f	p	p
7.79	s	h	g	TRUE	d	NA	g	4.5	12.86	NA	f	d	p
4.96	s	d	o	FALSE	d	c	o	3.38	6.3	NA	f	h	p
1	x	g	w	FALSE	a	d	w	2.96	1.46	NA	f	l	p
2.1	b	g	o	FALSE	NA	c	n	6.27	2.94	NA	f	m	p
6.43	x	y	n	FALSE	e	c	w	5.51	10.49	NA	f	d	e
9.34	b	t	w	FALSE	e	c	w	12.43	12.19	NA	l	d	p
8.11	f	NA	n	FALSE	x	c	w	9.94	12.7	r	f	d	p
2.58	x	g	e	FALSE	a	NA	p	3.89	2.29	NA	f	d	p
1.58	f	w	n	FALSE	NA	d	g	5.32	2.69	NA	f	g	e
9.84	f	s	n	FALSE	a	d	y	6.21	18.52	NA	f	d	e
2.88	o	NA	k	FALSE	f	f	f	3.4	15.59	NA	f	d	p
3.8	f	t	n	FALSE	d	NA	o	5.94	5.98	NA	f	d	e
9.67	f	NA	g	FALSE	s	c	g	7.1	20.1	b	f	d	e
NA	x	t	n	FALSE	a	d	w	10.21	29.28	NA	f	d	p
13.03	x	s	y	FALSE	x	NA	n	6.93	23.92	NA	f	d	e
NA	x	d	w	FALSE	s	c	w	8.09	32.95	NA	f	m	e
3.48	f	w	u	FALSE	a	c	u	5.04	6.43	NA	f	l	p
8.34	f	d	w	FALSE	s	c	w	5.94	23.04	NA	f	m	e
NA	o	y	y	FALSE	p	NA	y	6.4	18.58	NA	f	d	e
0.91	x	g	w	FALSE	a	d	p	2.62	1.5	NA	f	l	p
9.96	x	s	n	TRUE	p	NA	n	9.25	18.1	NA	p	d	e
10.34	f	h	o	FALSE	a	d	y	10.01	13.86	NA	f	d	e
1.47	x	k	n	FALSE	NA	NA	n	3.35	1.45	NA	f	d	p
6.75	s	t	o	FALSE	NA	c	o	1.46	15.04	NA	f	d	p
2.76	f	y	o	FALSE	d	NA	y	3.1	6.06	NA	f	h	p
3.88	x	s	o	FALSE	p	NA	n	5.16	11.47	NA	f	d	e
4.3	f	s	w	FALSE	d	d	w	3.64	6.94	NA	f	g	e
1.25	s	s	y	FALSE	f	f	f	3.9	5.39	NA	f	d	p
8.06	x	NA	g	FALSE	s	c	g	5.77	16.81	b	f	g	e
2.58	f	s	w	FALSE	d	c	w	2.87	6.44	NA	f	d	p
2.11	f	i	l	FALSE	a	NA	w	4.77	2.56	NA	f	g	p
1.42	c	g	n	FALSE	a	NA	w	5.33	1.69	NA	f	d	e
8.9	x	e	y	FALSE	x	c	w	8.3	20.04	NA	f	d	e
8.49	x	h	n	FALSE	p	d	y	8.41	13.8	NA	f	h	e
1.09	b	g	g	FALSE	NA	NA	g	3.01	1.66	NA	f	d	e
8.44	f	NA	w	FALSE	x	c	w	10.02	11.53	NA	f	d	p
8.09	x	d	n	TRUE	p	NA	y	6.21	12.28	NA	f	d	e
6.94	x	s	n	FALSE	d	d	w	8.12	16.2	NA	NA	d	e
NA	p	y	w	FALSE	e	c	n	4.27	11.79	NA	e	m	e
9.61	x	NA	n	FALSE	x	c	w	10.31	12.38	r	f	h	p
9.94	x	h	n	TRUE	p	NA	y	7.32	22.38	NA	f	d	e
10.28	x	y	n	TRUE	e	NA	p	9.08	17.24	NA	l	d	e
6.02	s	d	y	FALSE	d	c	y	3.8	7.48	NA	f	d	p
5.62	x	s	n	FALSE	x	c	w	7.34	10.14	NA	f	l	e
3.58	f	y	g	FALSE	s	NA	y	5.54	6.94	NA	f	d	e
3.28	x	NA	w	FALSE	x	c	p	6.82	4.39	NA	f	d	p
1.53	x	t	y	FALSE	a	NA	w	6.21	2.19	NA	f	g	e
12.7	f	NA	b	FALSE	d	c	w	2.57	15.78	NA	f	d	e
6.84	x	e	e	FALSE	a	NA	w	8.13	10.1	NA	z	d	p
9.18	x	s	n	FALSE	e	c	p	7.64	11.31	NA	f	d	e
10	x	NA	y	FALSE	NA	NA	w	5.84	20.89	b	e	d	e
NA	s	NA	e	TRUE	d	c	p	5.63	5.86	NA	f	d	p
7.95	f	y	u	FALSE	s	c	y	7.31	17.34	NA	f	d	p
2.42	x	s	o	FALSE	a	NA	y	3.11	5.43	NA	f	m	p
7.81	o	NA	n	FALSE	f	f	f	3.56	23.66	NA	f	d	p
1.22	c	g	n	FALSE	a	NA	w	4.88	1.55	NA	f	d	e
4.34	f	l	y	FALSE	x	d	y	6.17	4.66	NA	f	d	p
3.05	b	y	n	FALSE	NA	c	n	6.2	3.26	NA	f	d	e
4.24	x	t	y	FALSE	a	c	y	5.41	6.85	NA	f	g	p
3.81	f	t	n	FALSE	x	c	p	4.97	3.97	NA	f	d	p
6.55	x	i	y	FALSE	a	c	k	6.43	7.06	NA	z	d	p
12.67	x	s	y	FALSE	d	d	w	9.07	15.67	NA	NA	d	e
5.4	x	NA	p	FALSE	NA	c	r	3.45	13.43	NA	f	d	p
NA	x	t	n	FALSE	a	c	n	4.86	6.47	NA	z	d	p
10.73	f	e	b	FALSE	NA	c	b	4.84	21.73	NA	f	d	e
5.3	b	i	e	FALSE	e	NA	y	6.89	7.17	NA	f	m	p
